# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Sep 26 20:00:59 2025
#
# User ID:         holographic.sol
#
# User preference: archive defaults
#
# COLUMN star_name:      Star Name
# COLUMN hip_name:       HIP Name
# COLUMN hd_name:        HD Name
# COLUMN gj_name:        GJ Name
# COLUMN tm_name:        2MASS Name
# COLUMN st_exocatflag:  ExoCat List Flag
# COLUMN st_coronagflag: Exo-C List Flag
# COLUMN st_starshadeflag: Exo-S List Flag
# COLUMN st_wfirstflag:  WFIRST List Flag
# COLUMN st_lbtiflag:    LBTI List Flag
# COLUMN st_rvflag:      Known RV Data
# COLUMN st_ppnum:       Number of Planets in System
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_vmag:        V-band [mag]
# COLUMN st_vmagerr:     V-band Unc. [mag]
# COLUMN st_vmagsrc:     V-band Source
# COLUMN st_bmv:         B-V [mag]
# COLUMN st_bmverr:      B-V Unc. [mag]
# COLUMN st_bmvsrc:      B-V Source
# COLUMN st_spttype:     Spectral Type
# COLUMN st_lbol:        Stellar Bolometric Luminosity [Solar]
# COLUMN st_lbolerr:     Stellar Bolometric Luminosity Unc. [Solar]
# COLUMN st_lbolsrc:     Stellar Bolometric Luminosity Source
# COLUMN wds_designation: WDS Designation
# COLUMN wds_sep:        WDS Angular Separation [arcsec]
# COLUMN wds_deltamag:   WDS Magnitude Difference [mag]
# COLUMN st_fracplxunc:  Fractional Parallax Uncertainty
# COLUMN st_pmra:        Proper Motion (RA) [mas/yr]
# COLUMN st_pmraerr:     Proper Motion (RA) Unc. [mas/yr]
# COLUMN st_pmdec:       Proper Motion (Dec) [mas/yr]
# COLUMN st_pmdecerr:    Proper Motion (Dec) Unc. [mas/yr]
# COLUMN st_glon:        Galactic Longitude [deg]
# COLUMN st_glat:        Galactic Latitude [deg]
# COLUMN st_vmk:         V-K [mag]
# COLUMN st_vmkerr:      V-K Unc. [mag]
# COLUMN st_kmagsrc:     K-band Source
# COLUMN st_mbol:        Bolometric Magnitude [mag]
# COLUMN st_mbolerr:     Bolometric Magnitude Unc. [mag]
# COLUMN st_mbolsrc:     Bolometric Magnitude Source
# COLUMN st_mbolflag:    Bolometric Magnitude Contamination Flag
# COLUMN st_spttag:      Spectral Type Tag
# COLUMN st_lumclass:    Luminosity Class
# COLUMN st_eeidau:      Earth-Equivalent Insolation Distance [au]
# COLUMN st_eeidauerr:   Earth-Equivalent Insolation Distance Unc. [au]
# COLUMN st_eeidmas:     Earth-Equivalent Insolation Distance [mas]
# COLUMN st_eeidmaserr:  Earth-Equivalent Insolation Distance Unc. [mas]
# COLUMN st_fpbearth:    Fractional Planet Brightness
# COLUMN st_fpbeartherr: Fractional Planet Brightness Unc.
# COLUMN st_vmagearth:   Earth-Equivalent V-band Magnitude [mag]
# COLUMN st_vmageartherr: Earth-Equivalent V-band Magnitude Unc. [mag]
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr:     Stellar Effective Temperature Unc. [K]
# COLUMN st_teffsrc:     Stellar Effective Temperature Source
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr:      Stellar Radius Unc. [Solar radii]
# COLUMN st_radsrc:      Stellar Radius Source
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr:     Stellar Mass Unc. [Solar mass]
# COLUMN st_masssrc:     Stellar Mass Source
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr:     Stellar Surface Gravity Unc. [log10(cm/s**2)]
# COLUMN st_loggsrc:     Stellar Surface Gravity Source
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr:      Stellar Age Unc. [Gyr]
# COLUMN st_agesrc:      Stellar Age Source
# COLUMN st_actclass:    Activity Class
# COLUMN st_metfe:       Stellar Metallicity [dex]
# COLUMN st_metfeerr:    Stellar Metallicity Unc. [dex]
# COLUMN st_metfesrc:    Stellar Metallicity Source
# COLUMN st_metratio:    Metallicity Ratio
# COLUMN st_probeflag:   Probe List Flag
# COLUMN st_k2flag:      K2 Flag
# COLUMN st_k2campaign:  K2 Campaign
# COLUMN st_nts:         Number of Time Series
# COLUMN st_nplc:        Number of Planet Transit Light Curves
# COLUMN st_nglc:        Number of General Light Curves
# COLUMN st_nrvc:        Number of Radial Velocity Curves
# COLUMN st_naxa:        Number of Amateur Light Curves
# COLUMN st_nimg:        Number of Images
# COLUMN st_nspec:       Number of Spectra
# COLUMN st_j2m:         J-band (2MASS) [mag]
# COLUMN st_j2merr:      J-band (2MASS) Unc. [mag]
# COLUMN st_j2mlim:      J-band (2MASS) Limit Flag
# COLUMN st_h2m:         H-band (2MASS) [mag]
# COLUMN st_h2merr:      H-band (2MASS) Unc. [mag]
# COLUMN st_h2mlim:      H-band (2MASS) Limit Flag
# COLUMN st_ks2m:        Ks-band (2MASS) [mag]
# COLUMN st_ks2merr:     Ks-band (2MASS) Unc. [mag]
# COLUMN st_ks2mlim:     Ks-band (2MASS) Limit Flag
# COLUMN st_wise1:       WISE 3.4um [mag]
# COLUMN st_wise1err:    WISE 3.4um Unc. [mag]
# COLUMN st_wise1lim:    WISE 3.4um Limit Flag
# COLUMN st_wise2:       WISE 4.6um [mag]
# COLUMN st_wise2err:    WISE 4.6um Unc. [mag]
# COLUMN st_wise2lim:    WISE 4.6um Limit Flag
# COLUMN st_wise3:       WISE 12.um [mag]
# COLUMN st_wise3err:    WISE 12.um Unc. [mag]
# COLUMN st_wise3lim:    WISE 12.um Limit Flag
# COLUMN st_wise4:       WISE 22.um [mag]
# COLUMN st_wise4err:    WISE 22.um Unc. [mag]
# COLUMN st_wise4lim:    WISE 22.um Limit Flag
#
rowid,star_name,hip_name,hd_name,gj_name,tm_name,st_exocatflag,st_coronagflag,st_starshadeflag,st_wfirstflag,st_lbtiflag,st_rvflag,st_ppnum,rastr,ra,decstr,dec,st_dist,st_disterr1,st_disterr2,st_vmag,st_vmagerr,st_vmagsrc,st_bmv,st_bmverr,st_bmvsrc,st_spttype,st_lbol,st_lbolerr,st_lbolsrc,wds_designation,wds_sep,wds_deltamag,st_fracplxunc,st_pmra,st_pmraerr,st_pmdec,st_pmdecerr,st_glon,st_glat,st_vmk,st_vmkerr,st_kmagsrc,st_mbol,st_mbolerr,st_mbolsrc,st_mbolflag,st_spttag,st_lumclass,st_eeidau,st_eeidauerr,st_eeidmas,st_eeidmaserr,st_fpbearth,st_fpbeartherr,st_vmagearth,st_vmageartherr,st_teff,st_tefferr,st_teffsrc,st_rad,st_raderr,st_radsrc,st_mass,st_masserr,st_masssrc,st_logg,st_loggerr,st_loggsrc,st_age,st_ageerr,st_agesrc,st_actclass,st_metfe,st_metfeerr,st_metfesrc,st_metratio,st_probeflag,st_k2flag,st_k2campaign,st_nts,st_nplc,st_nglc,st_nrvc,st_naxa,st_nimg,st_nspec,st_j2m,st_j2merr,st_j2mlim,st_h2m,st_h2merr,st_h2mlim,st_ks2m,st_ks2merr,st_ks2mlim,st_wise1,st_wise1err,st_wise1lim,st_wise2,st_wise2err,st_wise2lim,st_wise3,st_wise3err,st_wise3lim,st_wise4,st_wise4err,st_wise4lim
69,HIP 22263,HIP 22263,HD 30495,GJ 177,2MASS J04473628-1656041,1,0,1,0,0,1,0,04h47m36.21s,71.900884,-16d56m05.5s,-16.934867,13.28,,,5.490,0.020,VT,0.630,0.010,G,G3V,1.010,0.100,B-V,,,,0.00,130.400,,169.200,,215.364171,-34.805588,,,,4.870,0.030,,0,G,MAINSEQ,1.01,,75.75,,0.00,,30.34,,5759.00,,2005ApJS..159..141V,1.01,,2007ApJS..168..297T,0.98,,2007ApJS..168..297T,4.43,,2007ApJS..168..297T,6.080,,2007ApJS..168..297T,A,0.010,,,[Fe/H],1,0,,1,0,1,0,0,2,0,4.466,0.254,0,4.116,0.236,0,3.999,0.036,0,,,,,,,,,,,,
70,HD 30562,HIP 22336,HD 30562,GJ 177.1,2MASS J04483633-0540258,1,0,1,0,0,1,1,04h48m36.20s,72.150843,-05d40m24.4s,-5.673439,26.42,0.27,-0.26,5.760,0.020,VT,0.630,0.000,G,G5V,3.080,0.060,V-K,,,,0.01,312.700,,-249.300,,203.395319,-29.824383,1.460,0.050,1994A&AS..107..365A,3.650,0.040,,0,G,MAINSEQ,1.75,,66.39,,0.00,,31.83,,5937.00,,2005ApJS..159..141V,1.58,,2007ApJS..168..297T,1.28,,2007ApJS..168..297T,4.16,,2007ApJS..168..297T,4.000,,2007ApJS..168..297T,VI,0.260,,,[Fe/H],1,0,,2,0,1,1,0,1,0,4.984,0.262,0,4.574,0.266,0,4.310,0.049,0,4.348,0.260,0,4.116,0.119,0,4.306,0.014,0,4.305,0.026,0
71,HIP 22449,HIP 22449,HD 30652,GJ 178,2MASS J04495040+0657409,1,1,1,0,1,1,0,04h49m50.14s,72.458909,+06d57m40.5s,6.961247,8.07,,,3.170,0.020,VT,0.460,0.020,BVT-Red,F6V,3.000,0.060,V-K,04498+0658,,,0.00,463.400,,11.600,,191.451416,-23.065695,1.120,0.050,Koornneef,3.630,0.020,,0,F,MAINSEQ,1.73,,214.57,,0.00,,29.20,,6424.00,,2005ApJS..159..141V,1.32,,2007ApJS..168..297T,1.24,,2007ApJS..168..297T,4.26,,2007ApJS..168..297T,2.840,,2007ApJS..168..297T,,0.030,,,[Fe/H],1,0,,1,0,1,0,0,2,1,1.984,0.246,0,1.757,0.132,0,1.600,0.196,0,,,,,,,,,,,,
72,GJ 179,HIP 22627,,GJ 179,2MASS J04520573+0628356,1,0,1,0,0,1,1,04h52m05.64s,73.023506,+06d28m38.3s,6.477293,12.29,0.65,-0.59,12.020,0.010,Koen,1.550,0.010,Koen,M4,0.020,0.150,V-K,,,,0.05,146.100,,-310.100,,192.224954,-22.862373,5.000,0.020,2MASS,11.570,0.120,,0,M,MAINSEQ,0.13,,10.88,,0.00,,32.49,,3277.00,,V-K,0.41,,Turnbull,0.36,,Turnbull,,,,,,,,,,,,1,0,,3,0,1,2,0,2,2,7.814,0.024,0,7.209,0.045,0,6.942,0.018,0,6.804,0.065,0,6.624,0.021,0,6.567,0.017,0,6.539,0.066,0
73,HIP 23311,HIP 23311,HD 32147,GJ 183,2MASS J05004896-0545117,1,0,1,0,1,1,0,05h00m48.68s,75.202822,-05d45m03.5s,-5.750979,8.71,,,6.230,0.020,VT,1.050,0.010,G,K4III,0.300,0.060,V-K,,,,0.00,550.700,,-1109.300,,205.088124,-27.175624,2.430,0.050,1989A&A...215..305A,6.530,0.030,,0,K,MAINSEQ,0.54,,62.46,,0.00,,29.75,,4827.00,,2005ApJS..159..141V,0.78,,2007ApJS..168..297T,0.84,,2007ApJS..168..297T,4.61,,2007ApJS..168..297T,5.300,,2005ApJS..159..141V,I,0.330,,,[Fe/H],1,0,,1,0,1,0,0,4,4,4.389,0.244,0,3.797,0.214,0,3.706,0.228,0,,,,,,,,,,,,
74,HIP 23693,HIP 23693,HD 33262,GJ 189,2MASS J05053067-5728217,1,1,1,0,0,0,0,05h05m30.69s,76.377877,-57d28m22.8s,-57.472989,11.65,,,4.710,0.010,G,0.530,0.010,G,F6/7V,1.540,0.100,B-V,05055-5728,,,0.00,-31.900,,117.400,,266.034040,-36.715610,,,,4.380,0.010,,0,F,MAINSEQ,1.24,,106.55,,0.00,,30.02,,6246.00,,Gray,1.06,,Turnbull,1.12,,Turnbull,4.28,,Gray,,,,A,,,,,1,0,,1,0,1,0,0,2,0,3.701,0.248,0,3.407,0.202,0,3.371,0.234,0,,,,,,,,,,,,
75,HIP 23835,HIP 23835,HD 32923,GJ 188 A,2MASS J05072692+1838420 A,1,1,1,0,0,1,0,05h07m26.68s,76.861150,+18d38m42.0s,18.645007,15.43,0.16,-0.15,4.910,0.010,G,0.660,0.010,G,G4V,2.330,0.050,V-K,05074+1839,0.10000,0.000,0.01,536.000,,18.500,,183.836773,-12.936221,1.540,0.050,1989A&A...215..305A,3.970,0.020,,0,G,MAINSEQ,1.53,,98.94,,0.00,,30.67,,5694.00,,2005ApJS..159..141V,1.59,,2007ApJS..168..297T,1.02,,2007ApJS..168..297T,4.06,,2007ApJS..168..297T,9.840,,2007ApJS..168..297T,VI,-0.170,,,[Fe/H],1,0,,1,0,1,0,0,2,2,3.624,0.296,0,3.354,0.248,0,3.208,0.334,0,,,,,,,,,,,,
76,HIP 23875,HIP 23875,HD 33111,GJ 9175,2MASS J05075100-0505109,1,1,0,0,1,0,0,05h07m51.03s,76.962641,-05d05m10.5s,-5.086263,27.40,0.28,-0.27,2.760,0.020,VT,0.150,0.020,BVT-Blue,A3IVn,49.810,0.070,V-K,05078-0505,,,0.01,-83.400,,-75.400,,205.337734,-25.315234,0.380,0.050,1966CoLPL...4...99J,0.570,0.040,,0,A,MAINSEQ,7.06,,257.59,,0.00,,31.85,,8377.00,,Gray,3.35,,Turnbull,2.72,,Turnbull,3.29,,Gray,,,,,,,,,1,0,,1,0,1,0,0,1,0,2.470,0.258,0,2.439,0.204,0,2.397,0.220,0,,,,,,,,,,,,
77,HIP 24205,HIP 24205,HD 33636,,2MASS J05114645+0424127,1,0,1,0,0,1,0,05h11m46.34s,77.943097,+04d24m13.9s,4.403873,28.37,0.88,-0.83,6.980,0.020,VT,0.590,0.020,G,G1/2V,1.150,0.090,V-K,,,,0.03,180.800,,-137.300,,196.897583,-19.805377,1.410,0.030,2MASS,4.720,0.080,,0,G,MAINSEQ,1.07,,37.80,,0.00,,31.98,,5904.00,,2005ApJS..159..141V,1.02,,2007ApJS..168..297T,1.02,,2007ApJS..168..297T,4.44,,2007ApJS..168..297T,3.520,,2007ApJS..168..297T,I,-0.130,,,[Fe/H],1,0,,8,0,1,7,0,1,2,5.931,0.020,0,5.633,0.022,0,5.572,0.018,0,,,,,,,,,,,,
78,HIP 24608,HIP 24608,HD 34029,GJ 194 A,2MASS J05164138+4559525 A,1,1,0,0,0,0,0,05h16m41.30s,79.172065,+45d59m56.5s,45.999029,13.12,0.13,-0.13,0.080,0.010,G,0.800,0.020,G,M1:comp,158.400,0.060,V-K,05167+4600,0.00000,0.100,0.01,75.500,,-427.100,,162.587548,4.566966,1.880,0.050,1964ApJ...139.1130L,-0.510,0.030,,0,GIANT,GIANT,12.59,,959.04,,0.00,,30.42,,5356.00,,V-K,14.61,,Turnbull,3.66,,Turnbull,,,,,,,,,,,,1,0,,1,0,1,0,0,2,0,-1.249,0.202,0,-1.573,0.184,0,-1.735,0.144,0,,,,,,,,,,,,
79,HIP 24813,HIP 24813,HD 34411,GJ 197,2MASS J05190848+4005565,1,1,1,0,1,1,0,05h19m08.08s,79.783660,+40d06m02.4s,40.100667,12.63,,,4.690,0.020,VT,0.610,0.020,BVT-Red,G0V,1.890,0.060,V-K,05191+4006,,,0.00,519.400,,-664.800,,167.677974,1.540903,1.440,0.050,Kidger,4.180,0.020,,0,G,MAINSEQ,1.37,,108.76,,0.00,,30.22,,5911.00,,2005ApJS..159..141V,1.28,,2007ApJS..168..297T,1.08,,2007ApJS..168..297T,4.29,,2007ApJS..168..297T,6.480,,2007ApJS..168..297T,I,0.120,,,[Fe/H],1,0,,1,0,1,0,0,2,3,3.397,0.260,0,3.154,0.204,0,3.038,0.258,0,,,,,,,,,,,,
80,HIP 25278,HIP 25278,HD 35296,GJ 202,2MASS J05242545+1723006,1,1,1,0,1,0,0,05h24m25.31s,81.105460,+17d23m00.8s,17.383552,14.39,0.15,-0.14,5.000,0.020,VT,0.520,0.020,BVT-Red,F8VSB,1.800,0.060,V-K,05244+1723,,,0.01,250.400,,-7.400,,187.200456,-10.285318,1.270,0.050,1991ApJ...368..264A,4.210,0.030,,0,F,MAINSEQ,1.34,,93.18,,0.00,,30.48,,6202.00,,Gray,1.16,,Turnbull,1.16,,Turnbull,4.51,,Gray,,,,A,,,,,1,0,,1,0,1,0,0,2,0,4.431,0.250,0,4.029,0.238,0,4.038,0.290,0,,,,,,,,,,,,
81,HD 39091,HIP 26394,HD 39091,GJ 9189,2MASS J05370988-8028090,1,1,1,0,0,1,2,05h37m08.79s,84.286636,-80d28m18.0s,-80.471675,18.32,,,5.650,0.000,G,0.600,0.000,G,G1V,1.640,0.100,B-V,,,,0.00,312.000,,1050.200,,292.516543,-29.776340,,,,4.340,0.010,,0,G,MAINSEQ,1.28,,69.94,,0.00,,31.03,,5950.00,,2005ApJS..159..141V,1.18,,2007ApJS..168..297T,1.07,,2007ApJS..168..297T,4.35,,2007ApJS..168..297T,5.440,,2007ApJS..168..297T,I,0.050,,,[Fe/H],1,0,,3,0,1,2,0,2,1,4.869,0.272,0,4.424,0.226,0,4.241,0.027,0,4.269,0.329,0,3.972,0.160,0,4.199,0.020,0,4.219,0.020,0
82,HIP 26779,HIP 26779,HD 37394,GJ 211,2MASS J05412033+5328523,1,0,1,0,0,1,0,05h41m20.33s,85.334721,+53d28m56.4s,53.482330,12.28,0.12,-0.12,6.200,0.020,VT,0.840,0.010,G,K1V,0.500,0.040,V-K,05413+5329,,,0.01,2.700,,-523.600,,158.383390,11.946006,1.930,0.030,2MASS,5.750,0.030,,0,K,MAINSEQ,0.71,,57.66,,0.00,,30.29,,5351.00,,2005ApJS..159..141V,0.82,,2007ApJS..168..297T,0.91,,2007ApJS..168..297T,4.60,,2007ApJS..168..297T,1.900,,2005ApJS..159..141V,A,0.190,,,[Fe/H],1,0,,1,0,1,0,0,3,1,4.304,0.262,0,3.991,0.244,0,4.272,0.018,0,,,,,,,,,,,,
83,HIP 27072,HIP 27072,HD 38393,GJ 216 A,2MASS J05442780-2226538,1,1,1,0,1,0,0,05h44m27.97s,86.116562,-22d26m51.0s,-22.447487,8.93,,,3.590,0.010,G,0.480,0.010,G,F7V,2.510,0.050,V-K,05445-2227,,,0.00,-292.400,,-368.400,,226.795163,-24.272038,1.220,0.050,Koornneef,3.840,0.010,,0,F,MAINSEQ,1.59,,177.63,,0.00,,29.43,,6372.00,,Gray,1.30,,Turnbull,1.27,,Turnbull,4.31,,Gray,,,,I,,,,,1,0,,1,0,1,0,0,2,1,2.804,0.276,0,2.606,0.236,0,2.508,0.228,0,,,,,,,,,,,,
84,HD 38529,HIP 27253,HD 38529,,2MASS J05463492+0110053,0,0,1,0,0,1,2,05h46m34.91s,86.645470,+01d10m05.5s,1.168193,42.41,0.11,-0.11,5.950,,,0.780,,,G4 IV,,,,,,,,-77.700,0.100,-142.000,0.100,204.317354,-13.836886,,,,,,,,,,,,,,,,,,5541.00,,,2.56,,,1.41,,,3.77,,,,,,,,,,,1,0,,12,0,1,11,0,1,2,4.905,0.228,0,4.384,0.076,0,4.211,0.036,0,4.220,0.267,0,4.087,0.106,0,4.224,0.015,0,4.181,0.026,0
85,HIP 27288,HIP 27288,HD 38678,GJ 217.1,2MASS J05465735-1449189,1,1,0,0,1,0,0,05h46m57.35s,86.738957,-14d49m19.0s,-14.821947,21.61,,,3.550,0.000,G,0.100,0.000,G,A2VANN,15.400,0.050,V-K,,,,0.00,-14.800,,-1.200,,219.399362,-20.826394,0.240,0.050,1991ApJ...368..264A,1.880,0.010,,0,A,MAINSEQ,3.92,,181.63,,0.00,,31.36,,8337.00,,Gray,1.88,,Turnbull,2.02,,Turnbull,4.03,,Gray,,,,,,,,,1,0,,1,0,1,0,0,2,0,3.390,0.280,0,3.314,0.252,0,3.286,0.282,0,,,,,,,,,,,,
86,bet Pic,HIP 27321,HD 39060,GJ 219,2MASS J05471708-5103594,1,1,0,0,0,1,2,05h47m17.08s,86.821181,-51d04m00.2s,-51.066713,19.44,,,3.850,0.000,G,0.170,0.000,G,A5V,9.080,0.050,V-K,05473-5104,,,0.00,4.700,,82.000,,258.364110,-30.611665,0.420,0.050,Koornneef,2.410,0.010,,0,A,MAINSEQ,3.01,,155.03,,0.00,,31.09,,8052.00,,Gray,1.55,,Turnbull,1.76,,Turnbull,4.15,,Gray,,,,,,,,,1,0,,1,0,1,0,0,2,0,3.669,0.236,0,3.544,0.200,0,3.526,0.222,0,3.484,0.372,0,3.182,0.249,0,2.597,0.007,0,0.014,0.016,0
87,HD 38858,HIP 27435,HD 38858,GJ 1085,2MASS J05483495-0405404,1,0,0,1,0,0,0,05h48m34.90s,87.145434,-04d05m38.7s,-4.094087,15.18,0.15,-0.15,5.970,0.000,G,0.640,0.000,G,G3V,0.850,0.050,V-K,,,,0.01,62.400,,-230.700,,209.377558,-15.841660,1.520,0.050,1983MNRAS.203..777A,5.060,0.010,,0,G,MAINSEQ,0.92,,60.60,,0.00,,30.63,,5726.00,,2005ApJS..159..141V,0.95,,2007ApJS..168..297T,0.94,,2007ApJS..168..297T,4.47,,2007ApJS..168..297T,5.400,,2007ApJS..168..297T,I,-0.230,,,[Fe/H],1,0,,1,0,1,0,0,2,4,5.260,0.294,0,4.595,0.076,0,4.405,0.015,0,,,,,,,,,,,,
88,HIP 27628,HIP 27628,HD 39425,,2MASS J05505760-3546062,1,1,0,0,0,0,0,05h50m57.55s,87.739803,-35d46m09.5s,-35.769292,26.73,,,3.100,0.020,VT-G,1.170,0.020,BVT-G-Red,K1.5III,52.650,0.060,V-K,05510-3546,,,0.00,55.700,,404.700,,241.342869,-27.057581,2.540,0.050,Laney,0.960,0.020,,0,GIANT,GIANT,7.26,,271.44,,0.00,,32.25,,4545.00,,Gray,11.69,,Turnbull,2.76,,Turnbull,2.62,,Gray,,,,,,,,,1,0,,1,0,1,0,0,1,0,1.296,0.288,0,0.788,0.292,0,0.691,0.336,0,,,,,,,,,,,,
89,HIP 27654,HIP 27654,HD 39364,,2MASS J05511928-2052440,0,1,0,0,0,0,0,05h51m19.30s,87.830399,-20d52m44.7s,-20.879089,34.42,0.72,-0.75,3.850,,,0.980,,,G8 III/IV,,,,,,,,229.200,0.700,-648.000,0.700,225.834453,-22.218385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,1,0,1,0,0,1,0,2.046,0.340,0,1.579,0.300,0,1.405,0.328,0,,,,,,,,,,,,
90,HIP 27890,HIP 27890,HD 40409,GJ 224.1,2MASS J05540606-6305230,1,1,0,0,0,0,0,05h54m05.90s,88.524584,-63d05m27.7s,-63.091021,26.25,0.54,-0.51,4.640,0.020,VT-G,1.050,0.020,BVT-G-Red,K1III/IV,12.300,0.110,B-V,,,,0.02,120.100,,573.400,,272.369058,-30.420102,,,,2.550,0.050,,0,GIANT,GIANT,3.51,,133.65,,0.00,,32.21,,4661.00,,Gray,5.38,,Turnbull,1.90,,Turnbull,2.92,,Gray,,,,,,,,,1,0,,1,0,1,0,0,1,0,2.954,0.272,0,2.419,0.252,0,2.304,0.254,0,,,,,,,,,,,,
91,HIP 27913,HIP 27913,HD 39587,GJ 222 A,2MASS J05542300+2016344 A,1,1,1,1,0,0,0,05h54m23.08s,88.596183,+20d16m35.1s,20.276415,8.66,,,4.390,0.020,VT,0.590,0.010,G,G0V,1.170,0.060,V-K,05544+2017,0.50000,3.040,0.00,-163.200,,-98.900,,188.458079,-2.731939,1.420,0.050,1968ApJ...152..465J,4.710,0.020,,0,G,MAINSEQ,1.08,,124.64,,0.00,,29.41,,5882.00,,2005ApJS..159..141V,1.05,,2007ApJS..168..297T,1.03,,2007ApJS..168..297T,4.44,,2007ApJS..168..297T,4.320,,2007ApJS..168..297T,A,-0.010,,,[Fe/H],1,0,,1,0,1,0,0,3,0,3.434,0.290,0,3.190,0.216,0,2.996,0.316,0,,,,,,,,,,,,
92,HIP 28103,HIP 28103,HD 40136,GJ 225,2MASS J05562429-1410036,1,1,1,0,1,0,0,05h56m24.32s,89.101326,-14d10m04.9s,-14.168038,14.88,,,3.710,0.010,G,0.340,0.010,G,F1V,6.020,0.050,V-K,,,,0.00,-42.200,,139.000,,219.755696,-18.471388,0.850,0.050,Koornneef,2.850,0.020,,0,F,MAINSEQ,2.45,,164.97,,0.00,,30.50,,7069.00,,Gray,1.64,,Turnbull,1.58,,Turnbull,4.01,,Gray,,,,,,,,,1,0,,1,0,1,0,0,2,1,3.063,0.246,0,2.985,0.232,0,2.993,0.254,0,,,,,,,,,,,,
93,HIP 28360,HIP 28360,HD 40183,GJ 3375,2MASS J05593172+4456508,1,1,0,0,0,0,0,05h59m31.77s,89.882373,+44d56m50.8s,44.947435,24.87,0.25,-0.25,1.890,0.010,VT,0.070,0.010,BVT-Blue,A2V,110.910,0.050,V-K,05595+4457,,,0.01,-56.400,,-0.900,,167.456942,10.409648,0.030,0.050,1966CoLPL...4...99J,-0.080,0.020,,0,A,MAINSEQ,10.53,,423.46,,0.00,,31.85,,9024.00,,Gray,4.31,,Turnbull,3.34,,Turnbull,3.71,,Gray,,,,,,,,,1,0,,1,0,1,0,0,1,0,1.756,0.222,0,1.760,0.168,0,1.778,0.190,0,,,,,,,,,,,,
94,HIP 29271,HIP 29271,HD 43834,GJ 231,2MASS J06101448-7445107,1,1,1,1,0,0,0,06h10m14.20s,92.559180,-74d45m09.1s,-74.752528,10.20,,,5.080,0.010,G,0.710,0.020,G,G6V,0.910,0.100,B-V,06102-7445,,,0.00,121.800,,-212.800,,285.757659,-28.801832,,,,5.040,0.010,,0,G,MAINSEQ,0.95,,93.65,,0.00,,29.82,,5587.00,,2005ApJS..159..141V,0.99,,2007ApJS..168..297T,0.94,,2007ApJS..168..297T,4.45,,2007ApJS..168..297T,8.760,,2007ApJS..168..297T,I,0.090,,,[Fe/H],1,0,,1,0,1,0,0,2,1,3.951,0.232,0,3.508,0.228,0,3.446,0.200,0,,,,,,,,,,,,
95,7 CMa,HIP 31592,HD 47205,GJ 239.1,2MASS J06364103-1915210,1,1,0,0,0,1,2,06h36m41.00s,99.170829,-19d15m20.6s,-19.255709,19.75,,,3.950,0.020,VT,1.060,0.020,BVT-G-Red,K1III(+M),11.990,0.060,V-K,,,,0.00,62.300,,-69.900,,228.688177,-11.796088,2.360,0.050,Koornneef,2.470,0.030,,0,GIANT,GIANT,3.46,,175.31,,0.00,,31.49,,4799.00,,Gray,5.01,,Turnbull,1.89,,Turnbull,3.05,,Gray,,,,,,,,,1,0,,2,0,1,1,0,2,0,2.173,0.244,0,1.679,0.234,0,1.564,0.252,0,-0.682,,-1,-0.525,,-1,1.653,0.014,0,1.541,0.015,0
96,HIP 32349,HIP 32349,HD 48915,GJ 244 A,2MASS J06450887-1642566 A,1,1,1,0,0,0,0,06h45m09.25s,101.288541,-16d42m47.3s,-16.713143,2.63,,,-1.440,0.000,G,0.010,0.010,G,A1.0V,30.480,0.050,V-K,06451-1643,,,0.00,-546.000,,-1223.100,,227.228206,-8.887735,-0.050,0.050,Koornneef,1.460,0.010,,0,A,MAINSEQ,5.52,,2098.14,,0.00,,27.11,,9580.00,,Gray,2.00,,Turnbull,2.40,,Turnbull,4.20,,Gray,,,,,,,,,1,0,,1,0,1,0,0,2,0,-1.391,0.109,0,-1.391,0.184,0,-1.390,0.214,0,,,,,,,,,,,,
